                                       Count	% All	% Overflowing
===> Overflow Analysis <===
Valid packages processed:              1172
... containing any overflows:          413 	35%
== Undefined ==
... containing undefined overflows:    197 	16%	47%
... containing signed overflows:       73 	6%	17%
... containing shift overflows:        174 	14%	42%
... containing signed negation errs:   17 	1%	4%
... containing division errs:          1 	0%	0%
== Not Undefined ==
... containing unsigned overflows:     355 	30%	85%
... containing unsigned negation errs: 64 	5%	15%

===> General Package Stats <===
Processed:                      10000
Success:                        8440
Fail:                           1560
C/C++:                          4852
Overflowing:                    499
Loaded IOC-instr code:          3371
== Ignoring Configure Tests ==
Overflowing:                    417
Loaded IOC-instr code:          1172

===> Run Stats <===
ETA for run completion:         0 days 0 hours 0 mins
Packages remaining:             0

====================================================================================
Package Name                   | Any | Signd | Shift | SNeg  | Div   | Usign | UNeg 
lynx-cur ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lzip ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lziprecover .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
lzo2 ......................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
m4 ........................... | Yes | Signd | Shift | ..... | ..... | Usign | UNeg 
macutils ..................... | Yes | ..... | Shift | ..... | ..... | ..... | .....
mailagent .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
mail-notification ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
mairix ....................... | Yes | ..... | Shift | ..... | ..... | ..... | .....
man-db ....................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
mangler ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
mapnik ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
maradns ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
marble ....................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
mathomatic ................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
matplotlib ................... | Yes | Signd | Shift | ..... | ..... | Usign | .....
mc ........................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
mercurial .................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
mgcv ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
mindi-busybox ................ | Yes | ..... | Shift | ..... | ..... | ..... | .....
mksh ......................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
mktorrent .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
mldonkey ..................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
mlgmp ........................ | Yes | ..... | Shift | ..... | ..... | ..... | .....
mm ........................... | ... | ..... | ..... | ..... | ..... | ..... | .....
modules ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
mono ......................... | Yes | Signd | Shift | ..... | ..... | Usign | UNeg 
moreutils .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
most ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
mp3rename .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
mp4h ......................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
mpclib ....................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
mpfr4 ........................ | Yes | ..... | Shift | ..... | ..... | Usign | UNeg 
mriconvert ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
mtasc ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
mupdf ........................ | Yes | ..... | Shift | ..... | ..... | ..... | .....
musixtex ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
mvtnorm ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
mxml ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
mysql-5.5 .................... | Yes | Signd | Shift | SNeg  | ..... | Usign | .....
mysql-proxy .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
navit ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
ncbi-blast+ .................. | Yes | Signd | ..... | ..... | ..... | Usign | UNeg 
ncftp ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
ncview ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
nedit ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
neko ......................... | Yes | Signd | Shift | ..... | ..... | Usign | .....
nethack ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
netpbm-free .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
netqmail ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
netsed ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
netsniff-ng .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
netsurf ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
nettle ....................... | Yes | ..... | Shift | ..... | ..... | Usign | UNeg 
netw-ib-ox-ag ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
network-manager .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
nginx ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
ngraph-gtk ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
nickle ....................... | Yes | ..... | Shift | ..... | ..... | Usign | UNeg 
nifticlib .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
nkf .......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
nlme ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
nmh .......................... | Yes | ..... | ..... | ..... | ..... | Usign | UNeg 
nodejs ....................... | Yes | ..... | ..... | ..... | ..... | ..... | UNeg 
nodm ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
normalize-audio .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
nqp .......................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
nsis ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
nspr ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
nss-pam-ldapd ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
ntp .......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
numexpr ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
numlockx ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
oath-toolkit ................. | Yes | ..... | ..... | ..... | ..... | Usign | UNeg 
obexd ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
ocaml-bitstring .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
ocamlduce .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
ocaml ........................ | Yes | Signd | Shift | SNeg  | ..... | Usign | UNeg 
ocamlnet ..................... | Yes | ..... | Shift | ..... | ..... | ..... | .....
ocaml-sqlite3 ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
ocaml-text ................... | Yes | ..... | Shift | ..... | ..... | ..... | .....
ocp .......................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
ocrad ........................ | Yes | ..... | ..... | ..... | ..... | Usign | .....
ocsigen ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
octave-communications ........ | ... | ..... | ..... | ..... | ..... | ..... | .....
octave-fixed ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
octave-gsl ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
octave-octcdf ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
octave-odepkg ................ | Yes | ..... | ..... | ..... | ..... | Usign | .....
octave-signal ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
octave-sockets ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
octave-specfun ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
octave-symbolic .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
ocurl ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
ohcount ...................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
omake ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
omega-rpg .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
omniorb-dfsg ................. | Yes | ..... | Shift | ..... | ..... | ..... | UNeg 
openafs ...................... | Yes | Signd | Shift | ..... | ..... | Usign | .....
opencc ....................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
openhpi ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
openldap ..................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
openmeeg ..................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
openocd ...................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
openssl ...................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
openttd ...................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
openvpn ...................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
orbit2 ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
orc .......................... | Yes | Signd | Shift | ..... | ..... | Usign | .....
original-awk ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
oss4 ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
ossim ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
ossp-uuid .................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
p11-kit ...................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
pacemaker .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pam .......................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
pandas ....................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
pango1.0 ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pango-graphite ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
paperkey ..................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
paraview ..................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
pari ......................... | Yes | Signd | Shift | ..... | ..... | Usign | UNeg 
parrot ....................... | Yes | ..... | ..... | ..... | ..... | Usign | UNeg 
partclone .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
patch ........................ | Yes | ..... | ..... | ..... | ..... | Usign | .....
patchutils ................... | Yes | ..... | ..... | ..... | ..... | Usign | UNeg 
pax .......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pcb .......................... | Yes | Signd | ..... | ..... | ..... | Usign | .....
pcmanfm ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pcre3 ........................ | Yes | Signd | Shift | ..... | ..... | Usign | .....
pdl .......................... | Yes | Signd | ..... | ..... | ..... | ..... | .....
performous ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
perl ......................... | Yes | Signd | Shift | SNeg  | ..... | Usign | UNeg 
perl-tk ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pgadmin3 ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
phantomjs .................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
pidentd ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pixman ....................... | Yes | Signd | Shift | ..... | ..... | Usign | .....
pkg-config ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pkg-kde-tools ................ | Yes | ..... | ..... | ..... | ..... | Usign | .....
planner ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
plzip ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
poa .......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
poker-eval ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
policykit-1 .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
polspline .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
postfix ...................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
postgis ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
postgresql-8.4 ............... | Yes | ..... | Shift | ..... | ..... | Usign | .....
postgresql-9.1 ............... | Yes | Signd | Shift | SNeg  | ..... | Usign | .....
potool ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
powertop ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
preload ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
primer3 ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
procmail ..................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
proj ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
protobuf-c ................... | Yes | Signd | Shift | SNeg  | ..... | Usign | UNeg 
psensor ...................... | Yes | Signd | ..... | ..... | ..... | ..... | .....
psi .......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
psimedia ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
psi-plus ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pth .......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
py3cairo ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pyao ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pycaml ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pyexiv2 ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pyfribidi .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pygobject .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pygpgme ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pygtk ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
pyicu ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
pymad ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
pynifti ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pyogg ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
pyopenssl .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pyqwt5 ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pyrit ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
pyside-tools ................. | Yes | ..... | ..... | ..... | ..... | Usign | .....
pysvn ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
pytables ..................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
python2.6 .................... | Yes | Signd | Shift | ..... | ..... | Usign | .....
python3-stdlib-extensions .... | ... | ..... | ..... | ..... | ..... | ..... | .....
python-apt ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
python-bibtex ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
python-bitarray .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
python-crypto ................ | Yes | ..... | ..... | ..... | ..... | Usign | .....
python-djvulibre ............. | Yes | ..... | Shift | ..... | ..... | ..... | .....
python-gevent ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
python-greenlet .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
python-levenshtein ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
python-lzma .................. | Yes | ..... | ..... | ..... | ..... | Usign | .....
python-numpy ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
python-pyaudio ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
python-pylibacl .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
python-pyxattr ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
python-qt4 ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
python-scientific ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
python-setproctitle .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
python-shapely ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
python-stdlib-extensions ..... | ... | ..... | ..... | ..... | ..... | ..... | .....
python-utmp .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
pyvorbis ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pyxmpp ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pyyaml ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
pyzmq ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
qbittorrent .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
qca2-plugin-gnupg ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
qca2-plugin-ossl ............. | ... | ..... | ..... | ..... | ..... | ..... | .....
qca-cyrus-sasl ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
qconf ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
qhull ........................ | Yes | Signd | ..... | ..... | ..... | Usign | UNeg 
qprint ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
qrencode ..................... | Yes | ..... | Shift | ..... | ..... | ..... | .....
qtl .......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
qtscriptgenerator ............ | Yes | ..... | ..... | ..... | ..... | Usign | .....
quadprog ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
quassel ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
quesoglc ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
quickplot .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
racket ....................... | Yes | Signd | Shift | ..... | ..... | Usign | UNeg 
randomsound .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
r-base ....................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
r-bioc-biobase ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-bioc-hilbertvis ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
r-bioc-limma ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
rc ........................... | ... | ..... | ..... | ..... | ..... | ..... | .....
rcmdr ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
rcov ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
rcpp ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-amore ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-bayesm ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-class ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-colorspace ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-digest ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-eco ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-epi ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-evd ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-gam ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-haplo.stats ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-hdf5 .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-int64 ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-lpsolve ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-mapdata ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-mapproj ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-maps .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-mass .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-medadherence .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-mnp ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-msm ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-multicore ............. | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-nnet .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-plyr .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-pscl .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-randomforest .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-rjags ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-rsqlite ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-slam .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-spatial ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-spc ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-sp .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-vegan ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
r-cran-vgam .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
re2c ......................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
recutils ..................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
remake ....................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
remctl ....................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
resource-agents .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
rggobi ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
rgl .......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
rglpk ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
rgtk2 ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
rman ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
rmatrix ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
rmysql ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
rnahybrid .................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
roaraudio .................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
robustbase ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
rodbc ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
r-other-mott-happy ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
rpart ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
rquantlib .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
rsprng ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
rss-glx ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
rsymphony .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
rtkit ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
rtorrent ..................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
ruby1.9.1 .................... | Yes | Signd | Shift | SNeg  | ..... | Usign | .....
ruby-bdb ..................... | Yes | ..... | Shift | ..... | ..... | ..... | .....
ruby-cairo ................... | Yes | ..... | Shift | ..... | ..... | ..... | .....
ruby-eventmachine ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
ruby-fast-stemmer ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
ruby-fast-xs ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
ruby-gpgme ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
ruby-hpricot ................. | Yes | ..... | Shift | ..... | ..... | ..... | .....
ruby-json .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
ruby-ldap .................... | Yes | ..... | Shift | ..... | ..... | ..... | .....
ruby-libxml .................. | Yes | ..... | Shift | ..... | ..... | ..... | .....
ruby-nokogiri ................ | Yes | ..... | Shift | ..... | ..... | ..... | .....
ruby-redcarpet ............... | Yes | ..... | ..... | ..... | ..... | Usign | UNeg 
ruby-redcloth ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
ruby-rmagick ................. | Yes | ..... | Shift | ..... | ..... | ..... | .....
ruby-sqlite3 ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
ruby-unf-ext ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
ruby-yajl .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
rxvt-unicode ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
rygel ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
r-zoo ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
safecat ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
samba4 ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
sane-backends ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
sawfish ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
scheme48 ..................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
scikit-learn ................. | Yes | ..... | ..... | ..... | ..... | Usign | .....
scim-tables .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
scm .......................... | Yes | Signd | Shift | ..... | ..... | Usign | .....
scotch ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
scummvm ...................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
searchandrescue .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
sed .......................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
seed ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
serf ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
sextractor ................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
sfront ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
sharutils .................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
shishi ....................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
sigscheme .................... | Yes | ..... | Shift | ..... | ..... | Usign | UNeg 
similarity-tester ............ | Yes | ..... | Shift | ..... | ..... | ..... | .....
sketch ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
slang2 ....................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
smlnj ........................ | Yes | ..... | ..... | ..... | ..... | Usign | .....
snacc ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
sndfile-tools ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
snd .......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
snowball ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
socklog ...................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
sombok ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
spandsp ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
spatialite ................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
speedcrunch .................. | Yes | ..... | Shift | ..... | ..... | Usign | .....
splint ....................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
splitvt ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
sqlite3 ...................... | Yes | Signd | ..... | ..... | ..... | ..... | .....
sqlite ....................... | Yes | Signd | ..... | ..... | ..... | ..... | .....
squidguard ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
squid ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
ssed ......................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
sslh ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
sssd ......................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
staden-io-lib ................ | Yes | ..... | ..... | ..... | ..... | Usign | UNeg 
statsmodels .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
stella ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
stockfish .................... | Yes | ..... | Shift | ..... | ..... | Usign | UNeg 
strongswan ................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
subunit ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
subversion ................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
suck ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
sudo ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
suitesparse .................. | Yes | ..... | ..... | ..... | ..... | Usign | .....
survival ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
swfmill ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
sxiv ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
syncmaildir .................. | Yes | ..... | Shift | ..... | ..... | ..... | .....
synergy ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
talloc ....................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
tardy ........................ | Yes | ..... | ..... | ..... | ..... | Usign | .....
tar .......................... | Yes | ..... | Shift | ..... | ..... | Usign | UNeg 
tbb .......................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
tcl8.5 ....................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
tclap ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
tclxml ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
tcpdump ...................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
tdb .......................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
telepathy-gabble ............. | ... | ..... | ..... | ..... | ..... | ..... | .....
telepathy-glib ............... | Yes | ..... | Shift | ..... | ..... | ..... | .....
telepathy-rakia .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
telepathy-salut .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
